census_tract,census_block_group,census_block,census_year,total_pop,hispanic_latino_pop,hispanic_latino_pop_percentage,white_pop,white_pop_percentage,black_or_african_american_pop,black_or_african_american_pop_percentage,american_indian_alaska_native_pop,american_indian_alaska_native_pop_percentage,asian_overall_pop,asian_overall_pop_percentage,native_hawaiian_pacific_islander_pop,native_hawaiian_pacific_islander_pop_percentage,some_other_race_pop,some_other_race_pop_percentage,two_or_more_races_pop,two_or_more_races_pop_percentage
440504,1,1000,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
440504,1,1001,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
440504,1,1002,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
440504,1,1003,2020,643,109,17%,227,35%,267,42%,1,0%,27,4%,0,0%,1,0%,11,2%
440504,1,1004,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
461902,1,1000,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
461902,1,1001,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
461902,1,1002,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
461902,1,1003,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
461902,1,1004,2020,613,241,39%,127,21%,60,10%,0,0%,170,28%,0,0%,1,0%,14,2%
461902,1,1005,2020,102,32,31%,13,13%,13,13%,0,0%,26,25%,0,0%,3,3%,15,15%
461902,1,1006,2020,97,23,24%,30,31%,6,6%,0,0%,34,35%,1,1%,1,1%,2,2%
461902,1,1007,2020,"1,027",554,54%,161,16%,140,14%,1,0%,145,14%,0,0%,11,1%,15,1%
491202,1,1000,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491202,1,1001,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491202,1,1002,2020,420,127,30%,175,42%,38,9%,1,0%,67,16%,0,0%,0,0%,12,3%
491202,1,1003,2020,152,42,28%,57,38%,14,9%,0,0%,29,19%,0,0%,2,1%,8,5%
491202,1,1004,2020,431,45,10%,192,45%,52,12%,0,0%,128,30%,0,0%,3,1%,11,3%
491202,1,1005,2020,386,122,32%,110,28%,38,10%,0,0%,105,27%,0,0%,6,2%,5,1%
491202,1,1006,2020,83,27,33%,33,40%,7,8%,0,0%,13,16%,0,0%,1,1%,2,2%
491202,1,1007,2020,38,16,42%,8,21%,0,0%,0,0%,1,3%,0,0%,0,0%,13,34%
491202,1,1008,2020,120,50,42%,48,40%,11,9%,2,2%,6,5%,0,0%,0,0%,3,3%
491202,1,1009,2020,267,62,23%,110,41%,43,16%,0,0%,37,14%,0,0%,0,0%,15,6%
491202,1,1010,2020,205,52,25%,71,35%,18,9%,0,0%,50,24%,0,0%,0,0%,14,7%
491202,1,1011,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491202,1,1012,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,1,1000,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,1,1001,2020,771,52,7%,223,29%,89,12%,0,0%,366,47%,2,0%,5,1%,34,4%
491501,1,1002,2020,52,3,6%,9,17%,14,27%,0,0%,20,38%,0,0%,0,0%,6,12%
491501,1,1003,2020,248,25,10%,115,46%,18,7%,0,0%,81,33%,0,0%,2,1%,7,3%
491501,1,1004,2020,84,9,11%,20,24%,4,5%,0,0%,39,46%,0,0%,2,2%,10,12%
491501,1,1005,2020,63,17,27%,24,38%,0,0%,1,2%,12,19%,0,0%,0,0%,9,14%
491501,1,1006,2020,103,14,14%,23,22%,0,0%,0,0%,65,63%,0,0%,0,0%,1,1%
491501,1,1007,2020,487,43,9%,134,28%,43,9%,0,0%,240,49%,0,0%,5,1%,22,5%
491501,1,1008,2020,591,15,3%,95,16%,16,3%,0,0%,445,75%,0,0%,10,2%,10,2%
491501,1,1009,2020,41,7,17%,6,15%,7,17%,0,0%,20,49%,0,0%,0,0%,1,2%
491501,1,1010,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,1,1011,2020,159,10,6%,35,22%,0,0%,0,0%,110,69%,0,0%,0,0%,4,3%
491501,1,1012,2020,110,4,4%,5,5%,5,5%,0,0%,91,83%,0,0%,0,0%,5,5%
491501,1,1013,2020,65,4,6%,16,25%,5,8%,0,0%,34,52%,0,0%,0,0%,6,9%
491501,1,1014,2020,25,0,0%,5,20%,6,24%,0,0%,12,48%,0,0%,0,0%,2,8%
491501,1,1015,2020,80,17,21%,2,3%,0,0%,0,0%,58,73%,2,3%,0,0%,1,1%
491501,1,1016,2020,47,15,32%,5,11%,2,4%,0,0%,22,47%,1,2%,0,0%,2,4%
491501,1,1017,2020,14,2,14%,3,21%,0,0%,0,0%,7,50%,0,0%,0,0%,2,14%
491501,1,1018,2020,25,0,0%,9,36%,0,0%,1,4%,5,20%,0,0%,0,0%,10,40%
491501,1,1019,2020,94,9,10%,22,23%,2,2%,0,0%,52,55%,0,0%,0,0%,9,10%
491501,1,1020,2020,24,6,25%,2,8%,7,29%,0,0%,4,17%,0,0%,0,0%,5,21%
491501,2,2000,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,2,2001,2020,"1,649",93,6%,349,21%,120,7%,0,0%,"1,044",63%,0,0%,3,0%,40,2%
491501,2,2002,2020,120,6,5%,18,15%,1,1%,0,0%,88,73%,0,0%,0,0%,7,6%
491501,2,2003,2020,63,1,2%,21,33%,5,8%,0,0%,31,49%,0,0%,0,0%,5,8%
491501,2,2004,2020,344,10,3%,113,33%,15,4%,0,0%,183,53%,0,0%,0,0%,23,7%
491501,2,2005,2020,542,32,6%,141,26%,33,6%,0,0%,314,58%,0,0%,4,1%,18,3%
491501,2,2006,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,2,2007,2020,81,6,7%,13,16%,0,0%,0,0%,52,64%,0,0%,0,0%,10,12%
491501,2,2008,2020,49,6,12%,9,18%,5,10%,0,0%,22,45%,1,2%,2,4%,4,8%
491501,3,3000,2020,56,4,7%,1,2%,9,16%,0,0%,37,66%,0,0%,2,4%,3,5%
491501,3,3001,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3002,2020,317,8,3%,76,24%,26,8%,1,0%,199,63%,0,0%,1,0%,6,2%
491501,3,3003,2020,82,2,2%,24,29%,14,17%,0,0%,41,50%,0,0%,0,0%,1,1%
491501,3,3004,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3005,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3006,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3007,2020,208,7,3%,37,18%,0,0%,0,0%,162,78%,0,0%,1,0%,1,0%
491501,3,3008,2020,12,2,17%,3,25%,3,25%,0,0%,2,17%,0,0%,0,0%,2,17%
491501,3,3009,2020,89,15,17%,16,18%,0,0%,0,0%,57,64%,0,0%,1,1%,0,0%
491501,3,3010,2020,87,4,5%,6,7%,1,1%,0,0%,72,83%,0,0%,1,1%,3,3%
491501,3,3011,2020,61,1,2%,8,13%,5,8%,0,0%,42,69%,0,0%,0,0%,5,8%
491501,3,3012,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3013,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3014,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3015,2020,85,3,4%,10,12%,3,4%,1,1%,64,75%,0,0%,2,2%,2,2%
491501,3,3016,2020,92,10,11%,17,18%,3,3%,0,0%,57,62%,0,0%,1,1%,4,4%
491501,3,3017,2020,193,7,4%,45,23%,0,0%,0,0%,128,66%,0,0%,0,0%,13,7%
491501,3,3018,2020,61,5,8%,16,26%,1,2%,0,0%,34,56%,0,0%,0,0%,5,8%
491501,3,3019,2020,52,4,8%,9,17%,1,2%,0,0%,37,71%,0,0%,1,2%,0,0%
491501,3,3020,2020,41,4,10%,8,20%,3,7%,0,0%,23,56%,0,0%,1,2%,2,5%
491501,3,3021,2020,79,2,3%,23,29%,0,0%,0,0%,54,68%,0,0%,0,0%,0,0%
491501,3,3022,2020,49,2,4%,9,18%,1,2%,0,0%,37,76%,0,0%,0,0%,0,0%
491501,3,3023,2020,63,6,10%,1,2%,1,2%,0,0%,54,86%,0,0%,1,2%,0,0%
491501,3,3024,2020,87,2,2%,9,10%,8,9%,3,3%,65,75%,0,0%,0,0%,0,0%
491501,3,3025,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3026,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491501,3,3027,2020,51,0,0%,22,43%,0,0%,0,0%,25,49%,0,0%,0,0%,4,8%
491501,3,3028,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491502,1,1000,2020,124,2,2%,66,53%,0,0%,0,0%,45,36%,2,2%,2,2%,7,6%
491502,1,1001,2020,277,10,4%,162,58%,15,5%,0,0%,75,27%,0,0%,5,2%,10,4%
491502,1,1002,2020,"1,168",30,3%,483,41%,56,5%,0,0%,545,47%,0,0%,1,0%,53,5%
491502,1,1003,2020,133,6,5%,89,67%,2,2%,0,0%,28,21%,0,0%,0,0%,8,6%
491502,1,1004,2020,110,7,6%,73,66%,3,3%,0,0%,19,17%,0,0%,0,0%,8,7%
491502,1,1005,2020,246,12,5%,102,41%,7,3%,0,0%,117,48%,0,0%,0,0%,8,3%
491502,1,1006,2020,42,14,33%,19,45%,0,0%,0,0%,5,12%,0,0%,0,0%,4,10%
491502,1,1007,2020,156,12,8%,45,29%,9,6%,0,0%,87,56%,0,0%,0,0%,3,2%
491502,1,1008,2020,57,7,12%,21,37%,2,4%,1,2%,22,39%,0,0%,1,2%,3,5%
491502,1,1009,2020,122,8,7%,61,50%,3,2%,5,4%,39,32%,0,0%,0,0%,6,5%
491502,1,1010,2020,68,10,15%,22,32%,3,4%,2,3%,31,46%,0,0%,0,0%,0,0%
491502,1,1011,2020,519,16,3%,367,71%,10,2%,0,0%,108,21%,0,0%,0,0%,18,3%
491502,1,1012,2020,69,5,7%,35,51%,7,10%,0,0%,13,19%,0,0%,0,0%,9,13%
491502,1,1013,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491502,2,2000,2020,602,42,7%,193,32%,32,5%,1,0%,318,53%,0,0%,2,0%,14,2%
491502,2,2001,2020,199,14,7%,48,24%,0,0%,0,0%,119,60%,0,0%,11,6%,7,4%
491502,2,2002,2020,579,21,4%,318,55%,17,3%,0,0%,193,33%,0,0%,3,1%,27,5%
491502,2,2003,2020,34,6,18%,14,41%,0,0%,0,0%,9,26%,0,0%,0,0%,5,15%
491502,2,2004,2020,451,18,4%,312,69%,18,4%,0,0%,92,20%,0,0%,0,0%,11,2%
491502,2,2005,2020,156,7,4%,65,42%,3,2%,0,0%,53,34%,0,0%,7,4%,21,13%
491502,2,2006,2020,238,27,11%,130,55%,2,1%,0,0%,70,29%,0,0%,5,2%,4,2%
491502,3,3000,2020,349,27,8%,258,74%,3,1%,0,0%,52,15%,0,0%,0,0%,9,3%
491502,3,3001,2020,151,11,7%,78,52%,4,3%,0,0%,57,38%,0,0%,0,0%,1,1%
491502,3,3002,2020,151,10,7%,60,40%,3,2%,0,0%,76,50%,0,0%,1,1%,1,1%
491502,3,3003,2020,265,11,4%,156,59%,10,4%,0,0%,83,31%,0,0%,0,0%,5,2%
491502,3,3004,2020,146,2,1%,82,56%,9,6%,0,0%,44,30%,1,1%,1,1%,7,5%
491502,3,3005,2020,50,2,4%,22,44%,4,8%,0,0%,20,40%,0,0%,0,0%,2,4%
491502,3,3006,2020,270,11,4%,61,23%,8,3%,1,0%,182,67%,0,0%,1,0%,6,2%
491502,3,3007,2020,62,4,6%,17,27%,0,0%,0,0%,33,53%,0,0%,2,3%,6,10%
491502,3,3008,2020,82,6,7%,19,23%,8,10%,0,0%,43,52%,0,0%,2,2%,4,5%
491502,3,3009,2020,38,4,11%,4,11%,6,16%,0,0%,19,50%,0,0%,1,3%,4,11%
491502,3,3010,2020,17,1,6%,7,41%,0,0%,0,0%,4,24%,0,0%,3,18%,2,12%
491502,3,3011,2020,83,4,5%,28,34%,3,4%,0,0%,44,53%,0,0%,3,4%,1,1%
491502,3,3012,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491601,1,1000,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491601,1,1001,2020,327,148,45%,22,7%,38,12%,0,0%,111,34%,0,0%,0,0%,8,2%
491601,1,1002,2020,429,166,39%,33,8%,61,14%,2,0%,159,37%,0,0%,2,0%,6,1%
491601,1,1003,2020,508,181,36%,52,10%,87,17%,1,0%,166,33%,0,0%,2,0%,19,4%
491601,2,2000,2020,"2,648",710,27%,649,25%,254,10%,2,0%,928,35%,0,0%,15,1%,90,3%
491601,2,2001,2020,98,7,7%,25,26%,8,8%,0,0%,47,48%,0,0%,4,4%,7,7%
491601,3,3000,2020,769,31,4%,347,45%,55,7%,0,0%,314,41%,0,0%,0,0%,22,3%
491601,3,3001,2020,48,6,13%,22,46%,7,15%,0,0%,9,19%,0,0%,0,0%,4,8%
491601,3,3002,2020,207,13,6%,71,34%,8,4%,0,0%,102,49%,0,0%,3,1%,10,5%
491601,3,3003,2020,44,18,41%,0,0%,1,2%,0,0%,19,43%,0,0%,0,0%,6,14%
491601,3,3004,2020,119,25,21%,44,37%,6,5%,0,0%,25,21%,2,2%,3,3%,14,12%
491601,3,3005,2020,136,13,10%,87,64%,11,8%,3,2%,21,15%,0,0%,0,0%,1,1%
491601,3,3006,2020,88,20,23%,41,47%,0,0%,0,0%,13,15%,0,0%,3,3%,11,13%
491602,1,1000,2020,138,49,36%,37,27%,0,0%,0,0%,44,32%,0,0%,2,1%,6,4%
491602,1,1001,2020,75,33,44%,20,27%,6,8%,0,0%,12,16%,0,0%,0,0%,4,5%
491602,1,1002,2020,477,183,38%,94,20%,33,7%,0,0%,157,33%,0,0%,0,0%,10,2%
491602,1,1003,2020,50,24,48%,22,44%,2,4%,0,0%,0,0%,0,0%,0,0%,2,4%
491602,1,1004,2020,99,34,34%,8,8%,2,2%,0,0%,46,46%,0,0%,2,2%,7,7%
491602,1,1005,2020,217,80,37%,16,7%,12,6%,1,0%,91,42%,0,0%,0,0%,17,8%
491602,1,1006,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491602,1,1007,2020,227,95,42%,36,16%,23,10%,0,0%,71,31%,0,0%,0,0%,2,1%
491602,1,1008,2020,123,66,54%,11,9%,3,2%,0,0%,39,32%,0,0%,1,1%,3,2%
491602,1,1009,2020,938,148,16%,405,43%,50,5%,0,0%,300,32%,0,0%,6,1%,29,3%
491602,1,1010,2020,139,34,24%,50,36%,5,4%,0,0%,44,32%,1,1%,3,2%,2,1%
491602,1,1011,2020,128,11,9%,54,42%,10,8%,0,0%,45,35%,0,0%,2,2%,6,5%
491602,1,1012,2020,272,64,24%,107,39%,10,4%,3,1%,76,28%,0,0%,7,3%,5,2%
491602,1,1013,2020,82,5,6%,40,49%,11,13%,0,0%,19,23%,0,0%,1,1%,6,7%
491602,1,1014,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491602,2,2000,2020,134,27,20%,45,34%,5,4%,0,0%,50,37%,0,0%,0,0%,7,5%
491602,2,2001,2020,152,21,14%,88,58%,9,6%,0,0%,26,17%,0,0%,1,1%,7,5%
491602,2,2002,2020,72,18,25%,39,54%,1,1%,0,0%,7,10%,0,0%,0,0%,7,10%
491602,2,2003,2020,78,22,28%,17,22%,9,12%,0,0%,19,24%,0,0%,0,0%,11,14%
491602,2,2004,2020,98,36,37%,28,29%,3,3%,0,0%,28,29%,0,0%,3,3%,0,0%
491602,2,2005,2020,192,61,32%,61,32%,16,8%,0,0%,49,26%,0,0%,2,1%,3,2%
491602,2,2006,2020,103,24,23%,55,53%,5,5%,0,0%,14,14%,0,0%,0,0%,5,5%
491602,2,2007,2020,297,30,10%,133,45%,16,5%,0,0%,101,34%,0,0%,0,0%,17,6%
491602,2,2008,2020,114,19,17%,53,46%,6,5%,0,0%,33,29%,0,0%,0,0%,3,3%
491602,2,2009,2020,131,40,31%,42,32%,7,5%,0,0%,38,29%,0,0%,2,2%,2,2%
491602,2,2010,2020,91,30,33%,31,34%,4,4%,0,0%,20,22%,0,0%,0,0%,6,7%
491602,2,2011,2020,64,12,19%,30,47%,0,0%,0,0%,22,34%,0,0%,0,0%,0,0%
491602,2,2012,2020,88,29,33%,18,20%,2,2%,0,0%,32,36%,0,0%,2,2%,5,6%
491602,2,2013,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491602,2,2014,2020,24,12,50%,2,8%,6,25%,0,0%,4,17%,0,0%,0,0%,0,0%
491602,2,2015,2020,533,17,3%,244,46%,11,2%,0,0%,244,46%,0,0%,0,0%,17,3%
491602,2,2016,2020,126,34,27%,53,42%,5,4%,0,0%,32,25%,0,0%,0,0%,2,2%
491602,2,2017,2020,48,10,21%,1,2%,0,0%,0,0%,30,63%,0,0%,5,10%,2,4%
491701,1,1000,2020,519,42,8%,187,36%,80,15%,0,0%,175,34%,3,1%,3,1%,29,6%
491701,1,1001,2020,139,5,4%,44,32%,22,16%,0,0%,60,43%,1,1%,0,0%,7,5%
491701,1,1002,2020,141,14,10%,64,45%,11,8%,0,0%,42,30%,0,0%,4,3%,6,4%
491701,1,1003,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1004,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1005,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1006,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1007,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1008,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1009,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1010,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1011,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,1,1012,2020,102,19,19%,34,33%,8,8%,0,0%,20,20%,0,0%,0,0%,21,21%
491701,1,1013,2020,314,34,11%,168,54%,25,8%,0,0%,77,25%,0,0%,0,0%,10,3%
491701,2,2000,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,2,2001,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,2,2002,2020,600,52,9%,302,50%,35,6%,0,0%,179,30%,0,0%,3,1%,29,5%
491701,2,2003,2020,98,13,13%,46,47%,10,10%,0,0%,22,22%,0,0%,0,0%,7,7%
491701,2,2004,2020,55,6,11%,18,33%,7,13%,0,0%,19,35%,0,0%,0,0%,5,9%
491701,2,2005,2020,110,19,17%,27,25%,8,7%,0,0%,39,35%,0,0%,0,0%,17,15%
491701,2,2006,2020,238,30,13%,155,65%,24,10%,0,0%,22,9%,1,0%,0,0%,6,3%
491701,2,2007,2020,72,7,10%,45,63%,1,1%,0,0%,2,3%,0,0%,1,1%,16,22%
491701,2,2008,2020,155,11,7%,82,53%,25,16%,0,0%,22,14%,0,0%,0,0%,15,10%
491701,2,2009,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,2,2010,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,2,2011,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3000,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3001,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3002,2020,127,8,6%,68,54%,8,6%,0,0%,32,25%,0,0%,0,0%,11,9%
491701,3,3003,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3004,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3005,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3006,2020,"1,321",108,8%,644,49%,96,7%,0,0%,389,29%,2,0%,6,0%,76,6%
491701,3,3007,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3008,2020,38,8,21%,9,24%,5,13%,0,0%,5,13%,0,0%,0,0%,11,29%
491701,3,3009,2020,73,6,8%,19,26%,3,4%,0,0%,37,51%,0,0%,1,1%,7,10%
491701,3,3010,2020,25,7,28%,9,36%,2,8%,0,0%,0,0%,0,0%,0,0%,7,28%
491701,3,3011,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3012,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491701,3,3013,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491703,1,1000,2020,26,8,31%,4,15%,5,19%,0,0%,5,19%,0,0%,0,0%,4,15%
491703,1,1001,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491703,1,1002,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491703,1,1003,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491703,1,1004,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491703,1,1005,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
491703,1,1006,2020,435,56,13%,229,53%,62,14%,0,0%,61,14%,0,0%,0,0%,27,6%
491703,1,1007,2020,347,32,9%,194,56%,47,14%,0,0%,48,14%,0,0%,0,0%,26,7%
